,average_covered_charges,average_medicare_payments,average_total_payments,drg_definition,hospital_referral_region_hrr_description,provider_city,provider_id,provider_name,provider_state,provider_street_address,provider_zip_code,total_discharges
1980,31333.43,14576.61,16608.96,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Bronx,BRONX,330127,JACOBI MEDICAL CENTER,NY,1400 PELHAM PARKWAY SOUTH,10461,23
1981,42573.63,14392.37,16258.63,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,ELMHURST,330128,ELMHURST HOSPITAL CENTER,NY,79-01 BROADWAY,11373,30
1982,39087.06,6783.63,7985.88,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NJ - Morristown,PORT JERVIS,330135,BON SECOURS COMMUNITY HOSPITAL,NY,160 EAST MAIN STREET,12771,16
1983,13568.28,7744.33,8702.77,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Albany,COOPERSTOWN,330136,MARY IMOGENE BASSETT HOSPITAL,NY,ONE ATWELL ROAD,13326,39
1984,14348.22,4856.58,6617.66,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Syracuse,SYRACUSE,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,301 PROSPECT AVENUE,13203,110
1985,43666.60,5808.63,8174.33,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,PATCHOGUE,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,101 HOSPITAL ROAD,11772,52
1986,19745.42,5427.04,6421.15,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Albany,SCHENECTADY,330153,ELLIS HOSPITAL,NY,1101 NOTT STREET,12308,26
1987,16141.49,7832.31,8926.69,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Syracuse,WATERTOWN,330157,SAMARITAN MEDICAL CENTER,NY,830 WASHINGTON STREET,13601,39
1988,42475.25,6195.30,7770.73,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NJ - Ridgewood,SUFFERN,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,255 LAFAYETTE AVENUE,10901,40
1989,31648.09,8182.11,9631.18,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,STATEN ISLAND,330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,475 SEAVIEW AVENUE,10305,100
1990,37332.69,7693.59,8489.10,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - White Plains,MOUNT KISCO,330162,NORTHERN WESTCHESTER HOSPITAL,NY,400 EAST MAIN STREET,10549,29
1991,15224.45,5753.97,6806.13,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,LOCKPORT,330163,EASTERN NIAGARA HOSPITAL,NY,521 EAST AVENUE,14094,38
1992,10970.94,5713.23,6891.81,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Rochester,ROCHESTER,330164,HIGHLAND HOSPITAL,NY,1000 SOUTH AVENUE,14620,31
1993,58771.02,7487.95,10401.43,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,MINEOLA,330167,WINTHROP-UNIVERSITY HOSPITAL,NY,259 FIRST STREET,11501,87
1994,41247.62,8850.13,11167.13,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,NEW YORK,330169,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,NY,FIRST AVENUE AT 16TH STREET,10003,95
1995,10227.07,5346.59,6099.69,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Syracuse,CORTLAND,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",NY,134 HOMER AVENUE,13045,29
1996,11826.92,4447.81,5586.35,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Albany,TROY,330180,SAMARITAN HOSPITAL,NY,2215 BURDETT AVENUE,12180,26
1997,30288.76,6489.43,7437.05,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,GLEN COVE,330181,GLEN COVE HOSPITAL,NY,101 ST ANDREWS LANE,11542,21
1998,40074.44,5344.76,7359.44,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,ROSLYN,330182,"ST FRANCIS HOSPITAL, ROSLYN",NY,100 PORT WASHINGTON BOULEVARD,11576,55
1999,29161.93,7458.53,9770.73,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Bronx,NEW ROCHELLE,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,NY,16 GUION PLACE,10802,15
2000,40514.19,6422.49,7740.45,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,PORT JEFFERSON,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,75 NORTH COUNTRY ROAD,11777,89
2001,11529.78,5382.96,6999.89,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,LEWISTON,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,NY,5300 MILITARY ROAD,14092,27
2002,26110.75,4496.36,5554.22,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Albany,GLENS FALLS,330191,GLENS FALLS HOSPITAL,NY,100 PARK STREET,12801,72
2003,25335.79,10237.89,12507.95,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,FLUSHING,330193,FLUSHING HOSPITAL MEDICAL CENTER,NY,45TH AVENUE AND PARSONS BOULEVARD,11355,19
2004,32382.68,10466.67,12703.12,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330194,MAIMONIDES MEDICAL CENTER,NY,4802 TENTH AVENUE,11219,60
2005,51221.29,9493.10,10995.62,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,NEW HYDE PARK,330195,LONG ISLAND JEWISH MEDICAL CENTER,NY,270 - 05 76TH AVENUE,11040,89
2006,33309.66,8986.78,10439.44,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330196,CONEY ISLAND HOSPITAL,NY,2601 OCEAN PARKWAY,11235,32
2007,12662.11,5439.21,6447.55,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,VT - Burlington,POTSDAM,330197,CANTON-POTSDAM HOSPITAL,NY,50 LEROY STREET,13676,53
2008,37441.52,6826.72,8209.97,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,OCEANSIDE,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,NY,ONE HEALTHY WAY,11572,104
2009,33653.79,8469.28,10243.82,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330201,KINGSBROOK JEWISH MEDICAL CENTER,NY,585 SCHENECTADY AVENUE,11203,39
2010,24772.44,16024.16,17766.48,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330202,KINGS COUNTY HOSPITAL CENTER,NY,451 CLARKSON AVENUE,11203,25
2011,14225.82,6101.51,7342.64,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Syracuse,SYRACUSE,330203,CROUSE HOSPITAL,NY,736 IRVING AVENUE,13210,39
2012,23140.54,13649.85,15274.54,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,NEW YORK,330204,BELLEVUE HOSPITAL CENTER,NY,462 FIRST AVENUE,10016,26
2013,38217.40,5541.60,6646.67,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NJ - Ridgewood,WARWICK,330205,ST ANTHONY COMMUNITY HOSPITAL,NY,15 - 19  MAPLE AVENUE,10990,15
2014,28976.48,8220.34,9279.80,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - White Plains,YONKERS,330208,ST JOHN'S RIVERSIDE HOSPITAL,NY,976 NORTH BROADWAY,10701,50
2015,9688.50,5497.67,6617.67,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Syracuse,OGDENSBURG,330211,CLAXTON-HEPBURN MEDICAL CENTER,NY,214 KING STREET,13669,24
2016,44085.07,9099.42,11066.30,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,74
2017,20343.00,5087.33,5865.33,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Syracuse,ROME,330215,"ROME MEMORIAL HOSPITAL, INC",NY,1500 NORTH JAMES STREET,13440,21
2018,15893.46,5384.86,6342.86,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Syracuse,OSWEGO,330218,OSWEGO HOSPITAL,NY,110 WEST SIXTH STREET,13126,28
2019,12411.84,8214.72,10913.80,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,BUFFALO,330219,ERIE COUNTY MEDICAL CENTER,NY,462 GRIDER STREET,14215,25
2020,28499.77,10494.90,12531.87,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330221,WYCKOFF HEIGHTS MEDICAL CENTER,NY,374 STOCKHOLM STREET,11237,31
2021,27731.15,4362.50,5376.33,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Albany,SARATOGA SPRINGS,330222,SARATOGA HOSPITAL,NY,211 CHURCH STREET,12866,48
2022,9866.43,5822.62,6862.62,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,VT - Burlington,MASSENA,330223,MASSENA MEMORIAL HOSPITAL,NY,1 HOSPITAL DRIVE,13662,21
2023,16018.80,5617.50,6846.75,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Rochester,ROCHESTER,330226,UNITY HOSPITAL OF ROCHESTER,NY,1555 LONG POND ROAD,14626,20
2024,13813.92,4661.83,5837.83,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,DUNKIRK,330229,BROOKS MEMORIAL HOSPITAL,NY,529 CENTRAL AVENUE,14048,12
2025,34640.45,14177.36,15895.73,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,JAMAICA,330231,QUEENS HOSPITAL CENTER,NY,82-68 164TH STREET,11432,11
2026,24247.17,5271.49,6021.34,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Albany,TROY,330232,ST MARY'S HOSPITAL ( TROY ),NY,1300 MASSACHUSETTS AVENUE,12180,41
2027,21943.25,10970.29,13015.75,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330233,BROOKDALE HOSPITAL MEDICAL CENTER,NY,1 BROOKDALE PLAZA,11212,28
2028,71884.00,10828.78,12513.74,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - White Plains,VALHALLA,330234,WESTCHESTER MEDICAL CENTER,NY,100 WOODS RD,10595,27
2029,11560.24,5873.09,6724.91,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Syracuse,AUBURN,330235,AUBURN MEMORIAL HOSPITAL,NY,17 LANSING STREET,13021,45
2030,26035.33,8941.62,10550.33,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330236,NEW YORK METHODIST HOSPITAL,NY,506 SIXTH STREET,11215,45
2031,9635.31,5057.55,5818.88,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,PA - Erie,JAMESTOWN,330239,WOMAN'S CHRISTIAN ASSOCIATION,NY,207 FOOTE AVENUE,14701,42
2032,24071.94,14825.63,16949.44,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,NEW YORK,330240,HARLEM HOSPITAL CENTER,NY,506 LENOX AVENUE,10037,16
2033,23771.22,7001.26,8831.56,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Syracuse,SYRACUSE,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,750 EAST ADAMS STREET,13210,27
2034,21480.83,4914.68,6426.13,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Elmira,UTICA,330245,ST ELIZABETH MEDICAL CENTER,NY,2209 GENESEE STREET,13501,47
2035,48566.48,6938.80,8298.88,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,PORT JEFFERSON,330246,ST CHARLES HOSPITAL,NY,200 BELLE TERRE ROAD,11777,60
2036,26149.58,7283.48,8262.40,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,VT - Burlington,PLATTSBURGH,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,75 BEEKMAN STREET,12901,62
2037,45439.50,6485.37,7545.42,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,ROCKVILLE CENTRE,330259,MERCY MEDICAL CENTER,NY,1000 NORTH VILLAGE AVENUE,11570,38
2038,40744.44,7395.22,8505.22,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - White Plains,SLEEPY HOLLOW,330261,PHELPS MEMORIAL HOSPITAL ASSN,NY,701 NORTH BROADWAY,10591,18
2039,26750.23,6202.48,7289.52,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - White Plains,NEWBURGH,330264,ST LUKE'S CORNWALL HOSPITAL,NY,70 DUBOIS STREET,12550,31
2040,34613.32,6133.55,7050.77,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - White Plains,CORTLANDT MANOR,330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,NY,1980 CROMPOND ROAD,10567,31
2041,19642.55,5501.14,6432.77,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,CT - New Haven,CARMEL,330273,PUTNAM HOSPITAL CENTER,NY,670 STONELEIGH AVENUE,10512,22
2042,19730.15,4794.80,6695.65,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Albany,GLOVERSVILLE,330276,NATHAN LITTAUER HOSPITAL,NY,99 EAST STATE STREET,12078,20
2043,13997.18,4338.36,5438.36,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,PA - Sayre,CORNING,330277,CORNING HOSPITAL,NY,1 GUTHRIE DRIVE,14830,28
2044,18593.18,5382.22,6528.11,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,BUFFALO,330279,MERCY HOSPITAL OF BUFFALO,NY,565 ABBOTT ROAD,14220,45
2045,12417.27,7605.57,9868.88,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Rochester,ROCHESTER,330285,STRONG MEMORIAL HOSPITAL,NY,601 ELMWOOD AVE,14642,49
2046,45973.62,6914.68,8030.46,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,WEST ISLIP,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,1000 MONTAUK HIGHWAY,11795,114
2047,26738.00,5599.41,7107.13,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - White Plains,WHITE PLAINS,330304,WHITE PLAINS HOSPITAL CENTER,NY,41 EAST POST R0AD,10601,39
2048,36417.83,12228.08,14651.17,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330306,LUTHERAN MEDICAL CENTER,NY,150 55TH STREET,11220,12
2049,10251.63,5354.26,6303.32,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Rochester,ITHACA,330307,CAYUGA MEDICAL CENTER AT ITHACA,NY,101 DATES DRIVE,14850,19
2050,39095.17,6565.94,8091.11,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,PLAINVIEW,330331,PLAINVIEW HOSPITAL,NY,888 OLD COUNTRY ROAD,11803,47
2051,34027.81,5627.70,6720.05,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,BETHPAGE,330332,ST JOSEPH HOSPITAL,NY,4295 HEMPSTEAD TURNPIKE,11714,63
2052,21285.23,7572.69,9592.54,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,SOUTHAMPTON,330340,SOUTHAMPTON HOSPITAL,NY,240 MEETING HOUSE LANE,11968,13
2053,32185.38,11893.15,17374.19,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),NY,445 LENOX ROAD,11203,26
2054,26280.67,6883.72,7667.72,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Albany,HARRIS,330386,CATSKILL REGIONAL MEDICAL CENTER,NY,68 HARRIS BUSHVILLE ROAD,12742,18
2055,36113.68,8999.36,10817.00,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,STONY BROOK,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,HEALTH SCIENCES CENTER SUNY,11794,25
2056,16096.61,5012.21,6275.18,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Binghamton,BINGHAMTON,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,10-42 MITCHELL AVENUE,13903,33
2057,32064.00,10312.78,13327.33,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,FAR ROCKAWAY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,327 BEACH 19TH STREET,11691,36
2058,20482.50,16170.75,17766.42,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,NY,760 BROADWAY,11206,12
2059,24318.50,13064.29,15012.79,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Manhattan,BROOKLYN,330397,INTERFAITH MEDICAL CENTER,NY,1545 ATLANTIC AVENUE,11213,14
2060,27237.60,14253.60,16237.50,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Bronx,BRONX,330399,ST BARNABAS HOSPITAL,NY,4422 THIRD AVENUE,10457,20
2061,48790.06,5551.25,6702.11,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - East Long Island,SMITHTOWN,330401,ST CATHERINE OF SIENA HOSPITAL,NY,50 ROUTE 25A,11787,80
2062,25972.79,4253.98,5439.04,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Albany,KINGSTON,330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,NY,396 BROADWAY,12401,52
2063,11579.73,5467.95,7351.00,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,40
2064,14544.20,7355.50,8291.30,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - White Plains,YONKERS,330006,ST JOSEPH'S MEDICAL CENTER,NY,127 SOUTH BROADWAY,10701,20
2065,10079.26,4711.13,5664.03,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Rochester,WARSAW,330008,WYOMING COUNTY COMMUNITY HOSPITAL,NY,400 NORTH MAIN STREET,14569,31
2066,22044.76,4762.96,6409.44,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Albany,ALBANY,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",12208,25
2067,20314.52,8885.86,10525.67,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - East Long Island,JAMAICA,330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,89TH AVENUE AND VAN WYCK EXPRESSWAY,11418,21
2068,21051.57,5660.17,6759.53,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Manhattan,BROOKLYN,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,2525 KINGS HIGHWAY,11229,30
2069,24394.46,4603.27,5661.88,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Albany,POUGHKEEPSIE,330023,VASSAR BROTHERS MEDICAL CENTER,NY,45 READE PLACE,12601,26
2070,19787.68,7380.86,9527.95,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,22
2071,16965.05,8470.25,10125.30,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - East Long Island,EAST MEADOW,330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,2201 HEMPSTEAD TURNPIKE,11554,20
2072,16758.60,7562.53,8855.27,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Manhattan,STATEN ISLAND,330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY,355 BARD AVENUE,10304,15
2073,15320.73,4623.87,6012.27,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Binghamton,NORWICH,330033,"CHENANGO MEMORIAL HOSPITAL, INC",NY,179 NORTH BROAD STREET,13815,15
2074,39875.63,4867.42,7572.32,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - East Long Island,BAY SHORE,330043,SOUTHSIDE HOSPITAL,NY,301 EAST MAIN STREET,11706,19
2075,14496.37,3463.10,4955.43,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Elmira,UTICA,330044,FAXTON-ST LUKE'S HEALTHCARE,NY,1656 CHAMPLIN AVENUE,13503,30
2076,30769.39,4282.50,5317.11,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - East Long Island,HUNTINGTON,330045,HUNTINGTON HOSPITAL,NY,270 PARK AVENUE,11743,18
2077,12435.44,3988.13,4712.63,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Albany,AMSTERDAM,330047,ST MARY'S HOSPITAL AT AMSTERDAM,NY,427 GUY PARK AVENUE,12010,16
2078,22697.30,6910.74,8215.91,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - East Long Island,FLUSHING,330055,NEW YORK-PRESBYTERIAN/QUEENS,NY,56-45 MAIN STREET,11355,23
2079,20358.24,3761.29,4592.94,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Albany,ALBANY,330057,ST PETER'S HOSPITAL,NY,315 SOUTH MANNING BOULEVARD,12208,17
2080,13690.27,3188.58,4488.38,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Rochester,GENEVA,330058,GENEVA GENERAL HOSPITAL,NY,196 -198 NORTH STREET,14456,26
2081,34426.06,9391.90,11401.77,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Bronx,BRONX,330059,MONTEFIORE MEDICAL CENTER,NY,111 EAST 210TH STREET,10467,52
2082,29505.32,4717.42,5726.89,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - White Plains,BRONXVILLE,330061,LAWRENCE HOSPITAL CENTER,NY,55 PALMER AVENUE,10708,19
2083,11494.53,5597.37,6755.74,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Buffalo,NIAGARA FALLS,330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,621 TENTH STREET,14302,19
2084,9237.44,2743.72,3880.83,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Rochester,CANANDAIGUA,330074,F F THOMPSON HOSPITAL,NY,350 PARRISH STREET,14424,18
2085,16526.28,4977.22,6207.33,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Buffalo,BUFFALO,330078,SISTERS OF CHARITY HOSPITAL,NY,2157 MAIN STREET,14214,18
2086,13274.78,13164.83,14400.56,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Bronx,BRONX,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,234 EAST 149TH STREET,10451,18
2087,9569.76,3163.38,4574.76,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Binghamton,ONEONTA,330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,ONE NORTON AVENUE,13820,21
2088,10968.50,3283.00,4932.29,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Elmira,ELMIRA,330090,ARNOT OGDEN MEDICAL CENTER,NY,600 ROE AVENUE,14905,24
2089,11854.84,3839.13,4917.13,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Albany,HUDSON,330094,COLUMBIA MEMORIAL HOSPITAL,NY,71 PROSPECT AVENUE,12534,32
2090,37243.06,7349.54,9756.35,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,48
2091,44874.43,4791.50,5981.50,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NJ - Hackensack,NYACK,330104,NYACK HOSPITAL,NY,160 NORTH MIDLAND AVENUE,10960,14
2092,49426.37,6065.73,8076.80,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,41
2093,22976.04,5331.17,6512.71,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - East Long Island,RIVERHEAD,330107,PECONIC BAY MEDICAL CENTER,NY,1300 ROANOKE AVENUE,11901,24
2094,7341.46,4047.92,5234.69,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Buffalo,SPRINGVILLE,330111,BERTRAND CHAFFEE HOSPITAL,NY,224 EAST MAIN STREET,14141,13
2095,14325.55,4071.10,5166.00,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Syracuse,ONEIDA,330115,ONEIDA HEALTHCARE,NY,321 GENESEE STREET,13421,20
2096,35930.27,5469.47,8047.40,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Manhattan,NEW YORK,330119,LENOX HILL HOSPITAL,NY,100 EAST 77TH STREET,10021,15
